safe_anchor,page_rank,https_token,ratio_nullHyperlinks,nb_extCSS,links_in_tags,phish_hints,ratio_intRedirection,length_words_raw,ratio_extRedirection,google_index,ratio_extMedia,ratio_intHyperlinks,domain_registration_length,length_hostname,ip,longest_words_raw,avg_words_raw,avg_word_host,ratio_intMedia,longest_word_host,dns_record,ratio_extErrors,nb_hyperlinks,ratio_extHyperlinks,longest_word_path,length_url,ratio_intErrors,avg_word_path,domain_in_title,ratio_digits_url,domain_age,ratio_digits_host,url_complexity_score,suspicious_char_count,url_length_category,domain_trust_score,has_ip_flag,redirection_complexity,special_token_flag,subdomain_risk,ext_link_risk,page_deception_score
0.596,7,0,0.317,1,0.378,3,0.829,22,0.222,1,0.875,0.342,1183,33,0,7,6.27,7.24,0.295,10,0,0.087,48,0.58,3,69,0.443,7.54,0,0.029,5184,0.281,17,0,1,3,0,4,0,2,2.271,3
0.166,8,0,0.43,13,0.19,1,0.781,12,0.218,1,0.157,0.927,2057,34,0,8,8.1,8.33,0.531,10,0,0.16,86,0.459,4,111,0.219,7.83,1,0.018,1077,0.332,11,1,2,4,0,5,0,2,1.973,3
0.149,1,0,0.022,15,0.737,0,0.564,23,0.277,1,0.127,0.043,1097,34,1,16,2.66,9.77,0.941,18,0,0.472,71,0.423,15,63,0.107,8.93,0,0.018,5722,0.247,25,2,1,3,1,2,0,1,2.295,3
0.176,9,1,0.352,10,0.047,3,0.178,11,0.519,1,0.937,0.951,2463,31,0,7,2.98,2.91,0.987,17,0,0.009,85,0.291,18,115,0.087,6.46,0,0.151,6695,0.05,11,2,2,3,0,4,1,3,1.92,2
0.818,3,1,0.076,18,0.569,2,0.13,13,0.969,1,0.671,0.854,871,25,0,20,6.75,7.75,0.128,19,1,0.287,97,0.98,18,80,0.03,4.8,1,0.209,3548,0.092,13,2,2,4,0,4,1,4,5.165,1
0.396,8,0,0.157,7,0.892,2,0.65,13,0.882,1,0.573,0.988,1986,9,0,10,11.15,6.94,0.569,10,1,0.383,49,0.84,18,90,0.023,4.89,1,0.007,3812,0.34,19,1,2,5,0,2,0,1,4.667,1
0.343,5,1,0.011,11,0.644,1,0.058,19,0.047,0,0.766,0.59,2662,42,0,7,8.47,8.71,0.15,13,0,0.208,19,0.901,17,138,0.179,3.69,0,0.064,3507,0.373,22,1,2,3,0,2,1,3,3.005,2
0.553,0,0,0.235,3,0.816,1,0.601,5,0.59,0,0.306,0.904,376,40,0,19,6.36,2.51,0.528,9,1,0.396,2,0.045,9,96,0.184,5.24,0,0.342,6018,0.136,24,1,2,3,0,2,0,4,1.711,3
0.472,4,1,0.213,12,0.594,2,0.341,29,0.648,1,0.312,0.398,1267,54,0,23,5.32,5.23,0.035,13,0,0.447,43,0.094,18,188,0.335,5.88,0,0.357,6498,0.016,13,1,2,3,0,7,1,3,2.025,1
0.239,7,1,0.344,2,0.743,0,0.469,15,0.089,1,0.147,0.307,225,29,0,10,9.15,6.25,0.061,14,1,0.175,41,0.024,5,65,0.018,3.8,0,0.379,363,0.233,16,2,1,3,0,2,1,3,0.425,2
0.916,1,1,0.04,7,0.362,1,0.752,4,0.807,1,0.686,0.265,1903,56,1,5,11.79,7.88,0.382,16,0,0.247,29,0.3,15,180,0.233,6.33,1,0.087,1644,0.046,8,0,2,2,1,4,1,3,2.761,5
0.502,1,0,0.307,16,0.428,1,0.037,25,0.263,1,0.555,0.498,1594,13,0,22,7.76,8.08,0.609,11,1,0.421,44,0.279,9,185,0.419,7.0,1,0.494,6078,0.091,24,1,2,4,0,2,0,0,1.784,0
0.89,6,0,0.19,3,0.375,3,0.163,20,0.708,1,0.618,0.991,1984,21,0,17,3.19,2.41,0.139,15,1,0.283,4,0.125,17,55,0.17,4.49,0,0.041,6900,0.058,16,2,1,4,0,4,0,5,2.074,1
0.203,0,1,0.288,8,0.889,2,0.573,19,0.045,0,0.393,0.849,97,25,0,7,10.76,9.04,0.242,19,0,0.311,28,0.066,16,55,0.243,8.63,0,0.361,4320,0.376,24,2,1,1,0,4,1,3,0.599,3
0.421,5,0,0.093,17,0.218,2,0.486,18,0.639,1,0.448,0.964,1545,34,1,24,10.59,7.38,0.897,6,1,0.229,16,0.802,15,92,0.261,2.27,0,0.187,550,0.362,20,1,2,4,1,1,0,5,3.913,2
0.986,7,0,0.309,19,0.406,2,0.693,21,0.772,1,0.72,0.859,1946,12,1,19,9.0,6.11,0.988,13,1,0.403,60,0.314,6,230,0.253,8.34,0,0.273,4620,0.357,16,2,2,5,1,2,1,2,2.889,3
0.229,3,1,0.038,11,0.661,2,0.799,17,0.178,1,0.325,0.951,965,42,1,5,9.99,8.9,0.386,19,1,0.074,97,0.101,3,146,0.322,8.73,1,0.065,6703,0.379,20,1,2,5,1,3,1,1,0.733,0
0.493,4,0,0.165,11,0.946,1,0.719,25,0.495,1,0.553,0.167,179,40,0,18,4.38,3.56,0.856,19,0,0.125,75,0.312,13,21,0.493,2.55,0,0.245,2053,0.016,15,2,0,4,0,2,0,2,2.051,2
0.198,9,1,0.457,19,0.609,1,0.081,21,0.33,1,0.434,0.603,2112,20,0,22,2.46,4.38,0.097,5,0,0.284,21,0.267,15,21,0.244,4.72,0,0.124,1112,0.143,13,2,0,3,0,3,1,6,1.745,2
0.404,9,0,0.289,19,0.362,1,0.311,27,0.074,0,0.759,0.815,888,12,0,11,9.99,3.75,0.803,16,1,0.044,73,0.112,4,24,0.381,4.19,0,0.293,838,0.257,14,3,0,4,0,6,0,6,0.528,3
0.162,9,0,0.005,3,0.998,1,0.857,15,0.001,0,0.099,0.029,2855,46,0,23,8.74,9.2,0.772,12,0,0.498,45,0.93,11,76,0.471,8.35,0,0.298,1555,0.399,22,1,2,3,0,4,0,0,3.29,1
0.041,2,1,0.45,12,0.057,0,0.806,9,0.211,0,0.961,0.753,468,24,0,19,10.65,8.26,0.229,10,0,0.156,35,0.968,6,208,0.133,2.18,1,0.022,3302,0.379,13,2,2,1,0,3,1,1,3.482,3
0.44,9,0,0.224,8,0.494,1,0.277,20,0.156,0,0.189,0.414,1110,24,0,6,10.23,8.63,0.656,12,1,0.166,88,0.985,15,37,0.419,2.09,0,0.028,5543,0.297,19,3,0,4,0,2,0,4,3.433,1
0.099,2,0,0.038,8,0.706,3,0.676,26,0.111,1,0.166,0.713,1102,42,0,6,8.64,2.34,0.84,15,1,0.263,43,0.927,19,28,0.295,9.01,0,0.399,2599,0.296,10,3,0,4,0,1,1,7,3.266,1
0.563,4,1,0.309,5,0.296,0,0.073,20,0.347,0,0.892,0.912,1097,54,0,13,8.85,6.8,0.388,8,0,0.325,49,0.034,17,163,0.272,3.82,0,0.072,4426,0.074,18,2,2,2,0,2,1,4,1.121,2
0.012,2,0,0.205,7,0.389,2,0.458,26,0.532,1,0.93,0.848,2801,40,0,5,2.29,8.9,0.038,9,0,0.416,84,0.857,8,42,0.236,3.12,1,0.416,5780,0.275,26,2,0,3,0,2,0,4,4.051,1
0.589,0,0,0.137,19,0.984,3,0.268,13,0.457,1,0.109,0.745,1928,24,1,9,6.06,8.29,0.116,16,0,0.448,18,0.163,14,195,0.477,3.63,0,0.133,4631,0.35,16,2,2,3,1,6,0,4,1.851,3
0.152,7,0,0.254,4,0.648,3,0.856,15,0.988,0,0.104,0.076,2962,12,0,7,5.4,5.06,0.278,13,1,0.487,53,0.187,4,26,0.435,2.72,1,0.38,2753,0.172,19,2,0,4,0,5,0,6,3.024,2
0.391,9,0,0.426,12,0.533,0,0.243,25,0.737,1,0.125,0.628,264,32,0,10,9.85,7.14,0.32,8,0,0.103,49,0.117,17,209,0.36,2.15,1,0.347,3499,0.397,19,2,2,4,0,1,0,2,1.928,1
0.938,7,0,0.05,16,0.904,3,0.036,29,0.999,1,0.409,0.352,959,23,0,10,10.47,5.86,0.526,5,1,0.419,20,0.689,19,191,0.426,7.42,1,0.166,1740,0.353,12,1,2,5,0,7,1,4,4.484,2
0.905,0,0,0.307,7,0.772,3,0.637,10,0.844,0,0.96,0.377,2785,22,1,6,10.37,3.29,0.299,15,1,0.359,43,0.524,19,111,0.219,2.53,1,0.32,1891,0.291,15,0,2,3,1,0,0,2,3.619,0
0.969,8,0,0.364,12,0.447,1,0.398,3,0.153,1,0.769,0.548,1248,13,0,16,9.37,2.97,0.362,7,1,0.218,15,0.703,16,161,0.458,8.02,1,0.001,4782,0.0,9,2,2,5,0,6,0,4,2.633,3
0.442,4,1,0.355,3,0.385,2,0.433,29,0.35,1,0.049,0.11,2511,48,0,14,10.64,5.87,0.608,16,1,0.217,16,0.652,18,63,0.22,8.7,0,0.251,6290,0.166,16,0,1,4,0,5,1,1,2.873,3
0.458,6,0,0.407,3,0.87,2,0.446,9,0.122,1,0.936,0.863,611,50,1,9,7.06,7.37,0.096,19,1,0.186,39,0.252,11,106,0.013,7.17,0,0.467,4031,0.004,8,0,2,4,1,5,1,0,1.186,1
0.517,5,0,0.064,7,0.189,2,0.081,11,0.787,1,0.66,0.446,984,35,0,22,11.23,3.94,0.478,8,1,0.06,71,0.37,15,58,0.205,2.88,1,0.386,240,0.069,21,0,1,3,0,3,0,0,2.744,1
0.219,7,1,0.052,5,0.109,3,0.893,6,0.732,1,0.91,0.708,179,59,0,12,2.02,7.41,0.163,6,1,0.04,39,0.043,16,32,0.007,9.09,1,0.433,4182,0.387,13,0,0,5,0,5,1,5,1.633,2
0.956,0,0,0.062,1,0.513,0,0.821,6,0.42,0,0.136,0.094,1077,32,0,21,3.75,3.47,0.995,17,1,0.262,2,0.078,18,78,0.445,7.89,1,0.059,1921,0.223,14,1,2,3,0,5,0,2,1.336,0
0.454,8,0,0.459,0,0.845,0,0.093,3,0.212,0,0.565,0.623,701,49,1,7,11.91,7.36,0.267,5,1,0.146,45,0.904,11,222,0.138,3.25,0,0.179,6120,0.205,13,2,2,4,1,3,0,4,3.282,2
0.41,8,0,0.23,8,0.344,0,0.57,16,0.098,0,0.095,0.777,2912,59,1,5,5.02,4.38,0.222,7,1,0.085,99,0.591,9,132,0.276,9.39,0,0.092,100,0.293,17,2,2,2,1,5,0,3,2.054,3
0.686,9,0,0.112,4,0.662,1,0.576,17,0.345,1,0.402,0.464,135,34,0,13,6.94,8.93,0.613,16,1,0.425,39,0.444,19,30,0.169,7.43,0,0.079,2508,0.275,18,2,0,5,0,2,1,0,2.447,1
0.095,7,0,0.01,7,0.908,1,0.293,24,0.837,1,0.658,0.816,2498,26,0,18,7.45,5.54,0.459,16,1,0.179,28,0.556,14,169,0.242,9.34,0,0.116,4863,0.082,11,2,2,5,0,5,0,6,3.521,1
0.191,3,0,0.221,13,0.635,2,0.772,24,0.978,0,0.706,0.747,647,49,0,9,6.22,4.74,0.036,15,1,0.398,24,0.339,16,95,0.262,8.59,1,0.051,1876,0.206,23,2,2,4,0,2,0,2,3.371,2
0.095,5,0,0.441,18,0.004,0,0.809,29,0.89,0,0.114,0.361,434,32,0,15,9.88,9.47,0.777,12,0,0.342,38,0.806,5,25,0.126,3.5,0,0.117,161,0.131,10,2,0,1,0,2,1,3,4.54,1
0.415,5,1,0.493,6,0.637,2,0.005,28,0.985,1,0.35,0.051,2993,18,0,12,2.81,6.0,0.867,18,1,0.336,76,0.179,4,26,0.036,3.93,1,0.166,3465,0.267,11,1,0,4,0,2,1,1,2.843,1
0.552,7,1,0.24,17,0.773,3,0.685,24,0.439,1,0.553,0.024,2953,29,0,17,10.56,2.94,0.952,18,0,0.472,31,0.981,19,24,0.075,4.65,0,0.448,2105,0.358,24,1,0,4,0,3,1,0,4.293,3
0.722,1,0,0.052,9,0.377,1,0.485,12,0.927,1,0.215,0.036,1262,23,1,8,6.76,4.85,0.55,10,1,0.262,27,0.569,16,56,0.408,7.22,0,0.175,1977,0.143,20,2,1,3,1,0,0,5,3.823,1
0.019,3,1,0.165,16,0.246,1,0.833,27,0.72,1,0.945,0.959,1852,30,0,14,4.53,4.27,0.281,8,0,0.315,72,0.385,4,204,0.12,7.06,0,0.348,2278,0.017,12,0,2,4,0,6,1,4,2.91,1
0.954,2,0,0.323,16,0.141,3,0.312,26,0.627,1,0.39,0.599,830,51,0,15,6.3,2.73,0.021,4,1,0.336,70,0.969,6,89,0.362,4.91,0,0.285,6374,0.106,15,1,2,4,0,2,0,2,4.497,1
0.693,0,1,0.21,0,0.856,0,0.805,18,0.159,1,0.131,0.262,1308,27,1,10,6.58,3.07,0.037,5,1,0.242,42,0.234,4,245,0.384,8.13,1,0.364,1498,0.248,16,1,2,4,1,3,1,2,1.262,1
0.753,5,1,0.345,2,0.674,2,0.576,4,0.864,0,0.143,0.585,2872,49,0,24,4.75,8.22,0.014,18,0,0.293,84,0.001,13,40,0.079,4.73,0,0.476,4445,0.131,17,2,0,3,0,1,1,1,2.024,2
0.244,4,1,0.277,13,0.794,3,0.554,13,0.56,1,0.085,0.48,935,31,1,17,8.59,9.09,0.232,4,0,0.056,72,0.484,16,31,0.027,4.81,0,0.187,6651,0.108,12,0,0,4,1,3,1,4,2.628,2
0.637,8,0,0.013,7,0.52,2,0.246,15,0.943,0,0.83,0.961,1025,23,0,19,10.42,5.5,0.608,9,1,0.041,31,0.658,3,54,0.327,9.76,0,0.149,1537,0.139,16,2,0,4,0,2,1,4,3.901,1
0.985,7,0,0.109,7,0.93,1,0.471,29,0.493,0,0.008,0.047,1756,44,1,17,11.29,6.4,0.396,18,0,0.272,70,0.754,7,55,0.266,4.48,0,0.35,4924,0.369,13,3,1,3,1,0,0,6,3.52,1
0.798,5,0,0.073,1,0.217,2,0.053,12,0.001,0,0.819,0.966,1226,59,0,16,7.76,2.42,0.861,6,1,0.056,54,0.046,19,72,0.489,2.82,0,0.052,5040,0.044,18,1,1,3,0,2,0,4,0.196,1
0.552,9,0,0.358,11,0.369,1,0.871,23,0.687,1,0.087,0.735,2746,13,1,11,8.23,6.84,0.688,9,1,0.346,71,0.766,11,61,0.368,9.61,1,0.109,1189,0.101,21,2,1,4,1,5,0,5,4.018,0
0.174,9,1,0.228,5,0.555,2,0.003,28,0.921,1,0.872,0.69,2787,21,0,21,4.07,9.98,0.268,9,1,0.138,6,0.846,9,223,0.001,9.38,1,0.341,958,0.034,18,2,2,5,0,5,1,1,4.518,1
0.527,9,1,0.1,3,0.239,1,0.744,4,0.12,1,0.462,0.257,810,52,0,23,11.81,2.52,0.002,19,0,0.287,66,0.914,15,48,0.313,7.69,1,0.24,5900,0.345,23,3,0,3,0,1,1,2,3.269,0
0.24,0,0,0.338,14,0.87,0,0.862,17,0.073,0,0.373,0.001,2152,56,1,11,11.28,2.51,0.307,6,1,0.339,9,0.914,11,40,0.089,2.48,0,0.062,6914,0.256,17,1,0,3,1,7,1,0,3.227,1
0.696,0,1,0.46,13,0.708,1,0.1,12,0.268,1,0.712,0.01,1346,49,1,18,7.34,7.01,0.727,16,1,0.228,47,0.578,8,225,0.387,2.89,1,0.131,6537,0.021,18,2,2,4,1,2,1,0,2.498,0
0.832,1,1,0.294,3,0.607,3,0.735,19,0.648,1,0.041,0.165,2259,7,0,23,3.7,7.55,0.202,14,1,0.345,95,0.738,10,116,0.265,9.53,0,0.151,1461,0.17,18,0,2,4,0,5,1,5,3.855,5
0.696,4,0,0.044,5,0.281,3,0.699,26,0.583,1,0.955,0.74,156,10,0,13,8.02,3.71,0.112,12,0,0.001,72,0.396,16,193,0.026,4.18,0,0.091,6017,0.218,22,0,2,4,0,5,0,1,2.355,1
0.965,9,1,0.118,9,0.029,1,0.799,12,0.912,1,0.107,0.562,2628,12,0,17,3.07,3.64,0.777,6,1,0.385,17,0.27,14,70,0.033,7.34,0,0.063,5328,0.053,10,2,1,5,0,4,1,3,3.019,2
0.684,8,1,0.179,16,0.385,3,0.222,11,0.289,0,0.027,0.373,1555,33,0,19,7.85,9.48,0.685,6,0,0.305,22,0.692,17,153,0.267,4.29,1,0.339,2200,0.223,20,2,2,3,0,0,1,2,2.959,1
0.097,1,0,0.3,8,0.333,3,0.341,28,0.007,1,0.096,0.194,888,49,1,11,4.85,8.11,0.419,16,0,0.084,81,0.466,8,183,0.18,3.55,1,0.348,1341,0.026,10,2,2,2,1,1,1,1,1.496,0
0.184,4,0,0.285,8,0.985,1,0.565,24,0.611,0,0.839,0.779,409,42,0,8,4.97,8.51,0.667,15,1,0.118,89,0.54,16,41,0.277,9.92,0,0.075,4650,0.219,16,0,0,4,0,4,0,2,2.96,1
0.078,9,1,0.382,19,0.293,2,0.826,14,0.119,0,0.432,0.475,1454,30,0,11,6.05,7.48,0.753,8,1,0.351,79,0.245,17,46,0.19,9.54,0,0.205,2696,0.178,13,0,0,4,0,3,1,6,1.324,1
0.642,8,1,0.212,3,0.361,0,0.328,4,0.102,0,0.436,0.876,2288,10,0,6,10.36,4.09,0.236,15,0,0.049,76,0.755,4,61,0.002,9.58,1,0.266,4971,0.214,14,2,1,2,0,5,1,2,2.518,1
0.866,5,0,0.193,2,0.466,1,0.277,5,0.044,0,0.907,0.027,2886,28,0,9,10.75,2.58,0.159,13,0,0.365,74,0.504,16,34,0.492,7.66,0,0.458,4376,0.317,15,2,0,3,0,3,1,3,1.965,1
0.643,9,1,0.188,5,0.015,1,0.245,13,0.913,0,0.452,0.552,2455,32,0,17,5.81,7.48,0.219,15,1,0.109,26,0.716,17,230,0.06,6.25,1,0.285,4425,0.037,21,1,2,4,0,2,1,3,4.083,2
0.568,7,0,0.111,11,0.614,3,0.801,10,0.31,0,0.797,0.766,1083,26,0,5,7.84,4.46,0.53,10,1,0.185,5,0.594,14,229,0.075,9.38,0,0.132,3895,0.101,13,2,2,4,0,5,0,3,2.587,3
0.347,6,1,0.461,4,0.831,3,0.053,11,0.093,0,0.112,0.532,16,6,0,20,6.61,8.12,0.327,15,0,0.008,26,0.513,13,244,0.045,9.33,1,0.192,5840,0.367,22,3,2,3,0,5,1,1,1.733,1
0.608,9,1,0.38,0,0.641,3,0.258,3,0.949,1,0.218,0.458,2176,55,0,11,6.59,4.93,0.199,10,1,0.005,52,0.221,6,89,0.239,7.09,0,0.023,6193,0.318,12,2,2,5,0,7,1,3,2.566,0
0.299,4,1,0.411,13,0.952,1,0.763,5,0.196,1,0.404,0.985,2177,40,0,6,2.06,6.3,0.815,11,1,0.399,30,0.946,13,187,0.318,9.3,0,0.283,2083,0.132,13,0,2,5,0,1,1,3,3.629,3
0.002,0,0,0.355,2,0.997,0,0.974,28,0.918,0,0.514,0.069,2529,38,1,9,9.93,4.13,0.489,16,1,0.116,43,0.34,9,113,0.447,5.84,0,0.416,269,0.241,3,0,2,2,1,3,0,3,2.972,3
0.018,2,0,0.335,8,0.937,1,0.006,23,0.091,1,0.412,0.575,591,57,0,19,4.46,7.2,0.018,3,0,0.385,1,0.749,11,59,0.143,3.91,1,0.421,5001,0.16,18,0,1,2,0,2,1,0,2.814,2
0.849,9,1,0.352,14,0.366,0,0.413,7,0.644,1,0.747,0.868,2213,21,0,23,4.38,7.4,0.913,14,1,0.057,23,0.393,8,58,0.07,4.04,1,0.463,5802,0.219,12,0,1,5,0,3,1,2,2.524,1
0.823,5,1,0.027,7,0.88,1,0.688,10,0.923,1,0.042,0.484,906,29,0,23,2.99,6.55,0.218,9,1,0.346,33,0.269,3,227,0.465,9.57,0,0.304,516,0.188,18,0,2,5,0,0,1,0,2.999,3
0.225,0,0,0.186,4,0.758,3,0.393,22,0.443,1,0.925,0.619,1322,21,1,6,10.88,6.5,0.399,16,0,0.165,17,0.832,7,230,0.014,7.8,0,0.028,6302,0.199,17,1,2,3,1,4,0,3,3.547,1
0.233,3,0,0.399,3,0.575,1,0.17,17,0.889,1,0.416,0.704,1950,53,0,15,8.64,5.56,0.899,18,1,0.126,18,0.931,11,78,0.474,6.52,1,0.135,979,0.237,12,2,2,5,0,7,1,2,4.697,2
0.519,1,1,0.413,0,0.169,3,0.36,22,0.682,1,0.889,0.266,2771,41,0,18,11.51,5.2,0.471,18,0,0.346,58,0.497,19,73,0.338,8.72,0,0.315,4588,0.248,11,2,1,2,0,6,1,5,3.201,1
0.62,7,1,0.231,2,0.282,1,0.682,6,0.393,1,0.993,0.412,1996,56,1,8,10.21,7.21,0.009,3,1,0.418,19,0.566,18,48,0.178,2.82,0,0.16,2699,0.321,11,0,0,5,1,3,1,2,2.902,0
0.143,4,1,0.166,8,0.712,3,0.162,29,0.167,0,0.576,0.468,2727,41,1,17,10.03,9.4,0.996,8,0,0.491,53,0.176,4,31,0.016,5.34,0,0.021,4460,0.074,16,2,0,2,1,0,1,0,1.353,1
0.506,6,0,0.421,16,0.284,3,0.432,13,0.427,1,0.974,0.004,941,58,0,20,6.13,7.48,0.154,8,1,0.074,30,0.757,4,61,0.093,5.79,1,0.207,1068,0.166,24,3,1,5,0,7,0,0,3.199,2
0.981,6,0,0.275,10,0.271,1,0.342,3,0.43,1,0.657,0.892,406,46,0,9,10.78,7.52,0.495,15,1,0.396,48,0.373,13,77,0.4,6.4,0,0.029,2457,0.051,25,2,2,4,0,3,0,2,2.375,1
0.949,7,0,0.38,12,0.864,0,0.089,12,0.656,1,0.016,0.953,771,17,1,17,10.08,8.66,0.815,5,1,0.266,73,0.666,6,46,0.056,5.72,0,0.265,2109,0.165,14,0,0,4,1,5,1,4,3.576,2
0.739,8,0,0.047,19,0.514,1,0.836,10,0.348,0,0.919,0.835,578,47,0,16,8.92,2.07,0.661,11,0,0.097,7,0.178,8,230,0.479,5.28,1,0.163,2884,0.057,21,1,2,3,0,5,0,3,1.327,4
0.627,3,0,0.39,7,0.63,2,0.556,18,0.709,1,0.263,0.134,2259,32,0,9,11.29,5.24,0.161,11,0,0.082,19,0.206,5,38,0.312,6.94,0,0.37,3933,0.196,15,1,0,4,0,1,0,4,2.118,0
0.914,7,1,0.406,4,0.537,1,0.955,20,0.765,0,0.644,0.672,2055,7,1,18,3.17,7.11,0.199,17,1,0.422,78,0.283,8,74,0.275,5.02,0,0.491,4279,0.039,8,1,1,4,1,5,1,0,2.801,3
0.482,5,0,0.178,3,0.974,1,0.835,26,0.804,1,0.709,0.055,2697,45,0,7,10.75,9.26,0.541,17,1,0.234,30,0.649,18,154,0.476,5.32,1,0.284,896,0.24,16,1,2,5,0,0,0,2,3.789,0
0.344,0,1,0.142,7,0.398,1,0.337,25,0.397,1,0.639,0.652,1082,12,0,16,10.88,9.74,0.997,4,1,0.246,91,0.236,19,234,0.444,5.13,1,0.35,2016,0.127,15,2,2,4,0,3,1,6,1.748,5
0.742,5,1,0.21,16,0.203,3,0.776,3,0.725,0,0.606,0.133,694,22,0,18,3.97,4.15,0.419,10,1,0.259,51,0.546,5,42,0.359,5.27,0,0.168,4706,0.213,8,1,0,3,0,5,1,4,3.347,3
0.654,4,0,0.02,7,0.801,3,0.769,10,0.715,1,0.001,0.463,1284,51,0,18,5.53,9.71,0.734,4,1,0.052,16,0.503,13,74,0.006,4.41,0,0.113,2305,0.323,22,1,1,4,0,3,0,0,2.991,2
0.738,9,1,0.293,14,0.519,1,0.365,26,0.344,0,0.47,0.144,68,50,0,24,8.57,4.04,0.75,5,1,0.314,58,0.292,8,56,0.468,2.3,1,0.376,2038,0.085,15,0,1,3,0,7,1,4,1.878,2
0.917,3,0,0.495,3,0.945,0,0.876,18,0.162,1,0.528,0.586,2583,9,0,20,2.48,9.65,0.701,6,0,0.305,22,0.41,19,79,0.413,5.54,0,0.031,5903,0.2,15,0,2,3,0,4,0,0,1.859,3
0.85,8,0,0.24,6,0.887,0,0.849,18,0.972,1,0.833,0.85,102,56,0,20,9.56,7.18,0.888,9,1,0.01,12,0.71,12,168,0.458,8.67,1,0.098,6382,0.079,17,2,2,4,0,3,1,4,4.084,2
0.811,3,0,0.117,14,0.671,1,0.765,25,0.982,1,0.902,0.66,717,5,0,15,3.93,3.32,0.069,5,1,0.438,46,0.446,10,127,0.149,2.98,1,0.067,6802,0.352,15,1,2,5,0,3,0,5,3.74,4
0.437,3,1,0.332,18,0.355,1,0.0,4,0.092,0,0.115,0.202,2281,35,0,17,11.59,5.9,0.785,4,1,0.12,7,0.728,6,38,0.007,6.04,0,0.316,1316,0.322,15,0,0,4,0,4,1,3,2.488,2
0.243,6,0,0.407,11,0.037,3,0.93,8,0.852,1,0.902,0.763,1485,19,0,13,8.69,4.85,0.809,12,1,0.425,30,0.228,5,239,0.001,4.19,0,0.313,3780,0.333,16,2,2,4,0,2,0,2,2.813,1
0.369,8,1,0.262,11,0.984,2,0.123,6,0.094,0,0.303,0.277,2638,34,0,14,7.55,9.96,0.676,18,1,0.197,55,0.059,5,244,0.048,6.43,1,0.28,5625,0.106,8,0,2,4,0,0,1,3,0.562,1
0.647,9,0,0.115,7,0.039,1,0.281,19,0.706,1,0.039,0.555,1625,10,0,17,2.91,8.44,0.066,17,1,0.133,68,0.438,6,165,0.342,6.3,1,0.126,1978,0.157,10,2,2,5,0,4,1,4,2.859,1
0.249,8,1,0.119,17,0.828,3,0.476,14,0.569,1,0.248,0.449,2724,41,0,22,9.24,4.66,0.908,15,1,0.203,15,0.489,16,71,0.495,6.53,1,0.11,2628,0.053,12,1,1,4,0,4,1,5,2.808,1
0.609,0,1,0.057,15,0.64,0,0.47,25,0.435,0,0.716,0.345,2372,16,0,17,5.71,7.76,0.184,8,0,0.412,77,0.754,11,176,0.412,8.54,0,0.363,1773,0.372,15,2,2,1,0,3,1,0,3.544,2
0.582,4,1,0.265,9,0.818,2,0.707,12,0.223,1,0.934,0.545,1240,42,1,23,3.62,5.24,0.197,5,0,0.034,19,0.616,11,149,0.326,5.91,1,0.327,4519,0.277,17,1,2,4,1,5,1,3,2.328,1
0.768,0,1,0.31,18,0.508,0,0.956,3,0.956,1,0.469,0.612,1297,18,0,18,3.12,6.5,0.987,5,0,0.333,81,0.49,7,242,0.1,2.1,0,0.215,6130,0.21,22,3,2,2,0,5,1,2,3.715,0
0.381,0,0,0.357,18,0.151,1,0.036,7,0.825,1,0.383,0.01,502,31,1,15,2.48,8.92,0.778,12,1,0.175,5,0.339,10,41,0.295,7.9,0,0.074,5561,0.113,15,1,0,3,1,3,0,3,2.842,1
0.221,2,0,0.255,5,0.456,0,0.609,29,0.063,1,0.597,0.567,2458,52,0,16,7.25,8.67,0.754,4,1,0.156,70,0.591,19,170,0.491,9.77,1,0.093,1955,0.364,10,0,2,3,0,1,0,0,2.055,4
0.661,0,1,0.299,11,0.842,3,0.985,29,0.088,0,0.242,0.434,2718,39,0,21,6.32,8.28,0.974,6,1,0.216,87,0.718,6,157,0.35,4.58,0,0.498,3837,0.245,15,3,2,2,0,3,1,0,2.546,2
0.938,7,1,0.415,5,0.573,2,0.823,26,0.502,1,0.921,0.692,1572,59,0,21,8.22,4.84,0.723,8,1,0.093,84,0.056,3,55,0.05,6.71,0,0.136,3730,0.366,14,0,1,5,0,5,1,2,1.265,1
0.817,6,1,0.426,13,0.263,3,0.434,27,0.627,1,0.22,0.948,220,6,0,6,7.65,3.06,0.534,10,1,0.325,78,0.871,12,169,0.312,9.0,1,0.289,1076,0.172,10,2,2,5,0,3,1,1,4.192,2
0.443,1,0,0.218,18,0.445,1,0.877,14,0.155,0,0.554,0.111,868,19,0,20,8.13,4.55,0.35,8,0,0.36,11,0.313,4,156,0.133,9.38,0,0.352,5392,0.335,9,1,2,1,0,2,0,4,1.609,2
0.799,7,0,0.198,7,0.397,3,0.939,25,0.694,0,0.156,0.26,2058,23,1,24,4.16,6.25,0.757,4,0,0.072,8,0.538,18,197,0.484,9.46,0,0.282,1442,0.016,12,2,2,2,1,3,1,0,3.074,2
0.22,2,1,0.007,2,0.495,3,0.188,17,0.764,1,0.401,0.984,1325,30,0,24,6.43,2.24,0.764,16,1,0.369,31,0.249,5,230,0.233,3.17,0,0.297,533,0.178,16,2,2,4,0,2,1,6,2.644,1
